item,theta,expected_score
e0_E10,0.4,2.7252276982893
e0_E10,0.45,2.8181010442156
e0_E10,0.5,2.91018222012159
e0_E10,0.550000000000001,3.00113516346306
e0_E10,0.600000000000001,3.0906410858709
e0_E10,0.65,3.17840342619259
e0_E10,0.7,3.26415202214239
e0_E10,0.75,3.34764638867741
e0_E10,0.800000000000001,3.42867804208372
e0_E10,0.850000000000001,3.50707185921738
e0_E10,0.9,3.58268650761359
e0_E10,0.95,3.65541402128517
e0_E10,1,3.72517862703487
e0_E10,1.05,3.7919349461393
e0_E10,1.1,3.85566570644709
e0_E10,1.15,3.91637910119255
e0_E10,1.2,3.97410592463631
e0_E10,1.25,4.02889660278737
e0_E10,1.3,4.0808182217855
e0_E10,1.35,4.12995163877098
e0_E10,1.4,4.1763887417388
e0_E10,1.45,4.22022990716077
e0_E10,1.5,4.26158168792524
e0_E10,1.55,4.30055474994197
e0_E10,1.6,4.33726206386862
e0_E10,1.65,4.37181734889618
e0_E10,1.7,4.40433375828309
e0_E10,1.75,4.43492279114105
e0_E10,1.8,4.46369341157804
e0_E10,1.85,4.49075135439708
e0_E10,1.9,4.51619859583502
e0_E10,1.95,4.54013296802731
e0_E10,2,4.56264789675522
e0_E10,2.05,4.58383224336062
e0_E10,2.1,4.60377023332797
e0_E10,2.15,4.6225414557957
e0_E10,2.2,4.6402209200658
e0_E10,2.25,4.65687915695288
e0_E10,2.3,4.67258235450055
e0_E10,2.35,4.68739251915753
e0_E10,2.4,4.7013676549294
e0_E10,2.45,4.71456195429564
e0_E10,2.5,4.72702599580473
e0_E10,2.55,4.73880694423821
e0_E10,2.6,4.74994875007661
e0_E10,2.65,4.76049234571683
e0_E10,2.7,4.77047583649521
e0_E10,2.75,4.77993468507429
e0_E10,2.8,4.78890188816829
e0_E10,2.85,4.7974081449223
e0_E10,2.9,4.80548201653563
e0_E10,2.95,4.81315007693931
e0_E10,3,4.82043705451062
e0_E10,3.05,4.82736596494106
e0_E10,3.1,4.83395823547571
e0_E10,3.15,4.84023382081622
e0_E10,3.2,4.8462113110327
e0_E10,3.25,4.85190803186502
e0_E10,3.3,4.85734013781509
e0_E10,3.35,4.86252269844213
e0_E10,3.4,4.86746977827421
e0_E10,3.45,4.87219451074423
e0_E10,3.5,4.87670916654856
e0_E10,3.55,4.88102521681252
e0_E10,3.6,4.8851533914311
e0_E10,3.65,4.88910373293468
e0_E10,3.7,4.8928856462112
e0_E10,3.75,4.89650794439637
e0_E10,3.8,4.89997889122431
e0_E10,3.85,4.90330624011161
e0_E10,3.9,4.90649727022946
e0_E10,3.95,4.90955881980006
e0_E10,4,4.91249731683674
e0_E10,4.05,4.91531880753068
e0_E10,4.1,4.91802898247167
e0_E10,4.15,4.92063320087605
e0_E10,4.2,4.92313651298125
e0_E10,4.25,4.92554368075383
e0_E10,4.3,4.92785919704602
e0_E10,4.35,4.9300873033251
e0_E10,4.4,4.93223200608957
e0_E10,4.45,4.93429709207709
e0_E10,4.5,4.93628614236017
e0_E10,4.55,4.93820254541812
e0_E10,4.6,4.94004950926606
e0_E10,4.65,4.94183007271548
e0_E10,4.7,4.9435471158344
e0_E10,4.75,4.9452033696697
e0_E10,4.8,4.94680142528905
e0_E10,4.85,4.94834374219502
e0_E10,4.9,4.94983265615962
e0_E10,4.95,4.95127038652378
e0_E10,5,4.95265904300221
e0_E10,5.05,4.95400063203124
e0_E10,5.1,4.95529706269383
e0_E10,5.15,4.95655015225331
e0_E10,5.2,4.95776163132485
e0_E10,5.25,4.95893314871129
e0_E10,5.3,4.96006627592787
e0_E10,5.35,4.96116251143834
e0_E10,5.4,4.9622232846234
e0_E10,5.45,4.96324995950031
e0_E10,5.5,4.96424383821159
e0_E10,5.55,4.96520616429885
e0_E10,5.6,4.96613812577685
e0_E10,5.65,4.96704085802159
e0_E10,5.7,4.96791544648514
e0_E10,5.75,4.96876292924914
e0_E10,5.8,4.96958429942776
e0_E10,5.85,4.97038050743026
e0_E10,5.9,4.97115246309246
e0_E10,5.95,4.9719010376858
e0_E10,6,4.97262706581193
e0_E11,-6,0.0926927666938604
e0_E11,-5.95,0.0955397540011309
e0_E11,-5.9,0.0984801808083003
e0_E11,-5.85,0.101517214655191
e0_E11,-5.8,0.104654133637251
e0_E11,-5.75,0.107894330778983
e0_E11,-5.7,0.111241318652296
e0_E11,-5.65,0.114698734259764
e0_E11,-5.6,0.118270344204521
e0_E11,-5.55,0.121960050170501
e0_E11,-5.5,0.125771894738782
e0_E11,-5.45,0.129710067568032
e0_E11,-5.4,0.133778911969419
e0_E11,-5.35,0.137982931908925
e0_E11,-5.3,0.142326799472646
e0_E11,-5.25,0.146815362833573
e0_E11,-5.2,0.151453654761326
e0_E11,-5.15,0.156246901719497
e0_E11,-5.1,0.161200533598564
e0_E11,-5.05,0.166320194135799
e0_E11,-5,0.171611752077136
e0_E11,-4.95,0.177081313139635
e0_E11,-4.9,0.182735232836905
e0_E11,-4.85,0.188580130233601
e0_E11,-4.8,0.19462290269886
e0_E11,-4.75,0.200870741732211
e0_E11,-4.7,0.207331149939062
e0_E11,-4.65,0.214011959236167
e0_E11,-4.6,0.220921350370545
e0_E11,-4.55,0.228067873837912
e0_E11,-4.5,0.235460472288751
e0_E11,-4.45,0.243108504511542
e0_E11,-4.4,0.25102177108312
e0_E11,-4.35,0.259210541775558
e0_E11,-4.3,0.267685584807061
e0_E11,-4.25,0.276458198020815
e0_E11,-4.2,0.285540242070373
e0_E11,-4.15,0.294944175682441
e0_E11,-4.1,0.304683093057674
e0_E11,-4.05,0.314770763456645
e0_E11,-4,0.325221673001184
e0_E11,-3.95,0.336051068700139
e0_E11,-3.9,0.347275004682743
e0_E11,-3.85,0.358910390591449
e0_E11,-3.8,0.370975042048674
e0_E11,-3.75,0.383487733067494
e0_E11,-3.7,0.396468250224215
e0_E11,-3.65,0.409937448349915
e0_E11,-3.6,0.42391730742772
e0_E11,-3.55,0.438430990301644
e0_E11,-3.5,0.453502900710489
e0_E11,-3.45,0.469158741055559
e0_E11,-3.4,0.485425569192934
e0_E11,-3.35,0.502331853409069
e0_E11,-3.3,0.519907524591921
e0_E11,-3.25,0.538184024448242
e0_E11,-3.2,0.557194348441162
e0_E11,-3.15,0.576973081931029
e0_E11,-3.1,0.597556427797499
e0_E11,-3.05,0.618982223603821
e0_E11,-3,0.64128994613724
e0_E11,-2.95,0.664520700925996
e0_E11,-2.9,0.688717194097914
e0_E11,-2.85,0.71392368371389
e0_E11,-2.8,0.740185907489065
e0_E11,-2.75,0.767550983614239
e0_E11,-2.7,0.796067281220958
e0_E11,-2.65,0.825784256908785
e0_E11,-2.6,0.856752253687382
e0_E11,-2.55,0.889022258696234
e0_E11,-2.5,0.922645616169996
e0_E11,-2.45,0.957673692337879
e0_E11,-2.4,0.994157489302688
e0_E11,-2.35,1.03214720546084
e0_E11,-2.3,1.07169174071992
e0_E11,-2.25,1.11283814566444
e0_E11,-2.2,1.1556310149285
e0_E11,-2.15,1.20011182636719
e0_E11,-2.1,1.24631822917798
e0_E11,-2.05,1.29428328590394
e0_E11,-2,1.34403467523099
e0_E11,-1.95,1.39559386463964
e0_E11,-1.9,1.44897526423736
e0_E11,-1.85,1.50418537541312
e0_E11,-1.8,1.56122195023616
e0_E11,-1.75,1.62007317966365
e0_E11,-1.7,1.68071693050961
e0_E11,-1.65,1.74312005263076
e0_E11,-1.6,1.80723777877212
e0_E11,-1.55,1.87301323985185
e0_E11,-1.5,1.9403771180337
e0_E11,-1.45,2.00924745863555
e0_E11,-1.4,2.07952965968851
e0_E11,-1.35,2.15111665476815
e0_E11,-1.3,2.22388930059423
e0_E11,-1.25,2.29771697592042
e0_E11,-1.2,2.37245839255491
e0_E11,-1.15,2.44796261316375
e0_E11,-1.1,2.52407026406213
e0_E11,-1.05,2.60061492478096
e0_E11,-1,2.67742467011401
e0_E11,-0.949999999999999,2.75432373491529
e0_E11,-0.899999999999999,2.83113426741514
e0_E11,-0.85,2.90767813350432
e0_E11,-0.8,2.98377873248522
e0_E11,-0.75,3.0592627843197
e0_E11,-0.699999999999999,3.13396204944122
e0_E11,-0.649999999999999,3.20771494468567
e0_E11,-0.6,3.28036802269019
e0_E11,-0.55,3.35177728700021
e0_E11,-0.5,3.42180932084799
e0_E11,-0.449999999999999,3.49034221382025
e0_E11,-0.399999999999999,3.5572662771089
e0_E11,-0.35,3.6224845444331
e0_E11,-0.3,3.68591306175896
e0_E11,-0.25,3.74748097439388
e0_E11,-0.199999999999999,3.80713042471487
e0_E11,-0.149999999999999,3.86481627758595
e0_E11,-0.0999999999999996,3.92050569336458
e0_E11,-0.0499999999999998,3.97417757028634
e0_E11,0,4.02582187899021
e0_E11,0.0500000000000007,4.0754389120841
e0_E11,0.100000000000001,4.12303847105966
e0_E11,0.15,4.16863901167244
e0_E11,0.2,4.21226676724083
e0_E11,0.25,4.25395486731866
e0_E11,0.300000000000001,4.29374246698611
e0_E11,0.350000000000001,4.33167389969394
e0_E11,0.4,4.36779786428418
e0_E11,0.45,4.40216665457449
e0_E11,0.5,4.43483543779411
e0_E11,0.550000000000001,4.46586158624133
e0_E11,0.600000000000001,4.49530406482263
e0_E11,0.65,4.52322287564794
e0_E11,0.7,4.54967855959685
e0_E11,0.75,4.57473175373274
e0_E11,0.800000000000001,4.59844280261252
e0_E11,0.850000000000001,4.62087142090208
e0_E11,0.9,4.64207640424242
e0_E11,0.95,4.66211538499626
e0_E11,1,4.68104462931939
e0_E11,1.05,4.69891887192267
e0_E11,1.1,4.71579118490108
e0_E11,1.15,4.73171287708615
e0_E11,1.2,4.74673342051221
e0_E11,1.25,4.76090040076064
e0_E11,1.3,4.77425948814718
e0_E11,1.35,4.78685442693623
e0_E11,1.4,4.79872703999319
e0_E11,1.45,4.80991724651568
e0_E11,1.5,4.82046309071085
e0_E11,1.55,4.83040077950517
e0_E11,1.6,4.83976472758258
e0_E11,1.65,4.84858760824345
e0_E11,1.7,4.85690040876058
e0_E11,1.75,4.86473248907764
e0_E11,1.8,4.87211164285024
e0_E11,1.85,4.8790641599706
e0_E11,1.9,4.88561488984329
e0_E11,1.95,4.89178730479312
e0_E11,2,4.89760356308705
e0_E11,2.05,4.90308457114169
e0_E11,2.1,4.90825004456598
e0_E11,2.15,4.91311856775793
e0_E11,2.2,4.91770765183369
e0_E11,2.25,4.92203379071894
e0_E11,2.3,4.92611251527733
e0_E11,2.35,4.929958445388
e0_E11,2.4,4.93358533991726
e0_E11,2.45,4.9370061445557
e0_E11,2.5,4.94023303751537
e0_E11,2.55,4.94327747310002
e0_E11,2.6,4.9461502231767
e0_E11,2.65,4.94886141658977
e0_E11,2.7,4.95142057656751
e0_E11,2.75,4.95383665617997
e0_E11,2.8,4.95611807191179
e0_E11,2.85,4.95827273541828
e0_E11,2.9,4.96030808353574
e0_E11,2.95,4.96223110661876
e0_E11,3,4.96404837527804
e0_E11,3.05,4.96576606559208
e0_E11,3.1,4.96738998286585
e0_E11,3.15,4.96892558400782
e0_E11,3.2,4.97037799859585
e0_E11,3.25,4.97175204869993
e0_E11,3.3,4.97305226752807
e0_E11,3.35,4.97428291695911
e0_E11,3.4,4.97544800402392
e0_E11,3.45,4.97655129639387
e0_E11,3.5,4.97759633693285
e0_E11,3.55,4.97858645736677
e0_E11,3.6,4.97952479112163
e0_E11,3.65,4.98041428537888
e0_E11,3.7,4.98125771239439
e0_E11,3.75,4.98205768012476
e0_E11,3.8,4.98281664220241
e0_E11,3.85,4.98353690729888
e0_E11,3.9,4.98422064791307
e0_E11,3.95,4.98486990861963
e0_E11,4,4.98548661381041
e0_E11,4.05,4.98607257495987
e0_E11,4.1,4.98662949744388
e0_E11,4.15,4.98715898693929
e0_E11,4.2,4.98766255543021
e0_E11,4.25,4.98814162684531
e0_E11,4.3,4.98859754234886
e0_E11,4.35,4.9890315653072
e0_E11,4.4,4.98944488595058
e0_E11,4.45,4.9898386257494
e0_E11,4.5,4.99021384152245
e0_E11,4.55,4.99057152929408
e0_E11,4.6,4.9909126279155
e0_E11,4.65,4.99123802246526
e0_E11,4.7,4.99154854744235
e0_E11,4.75,4.99184498976491
e0_E11,4.8,4.99212809158665
e0_E11,4.85,4.99239855294214
e0_E11,4.9,4.99265703423177
e0_E11,4.95,4.99290415855615
e0_E11,5,4.9931405139093
e0_E11,5.05,4.99336665523947
e0_E11,5.1,4.99358310638557
e0_E11,5.15,4.99379036189706
e0_E11,5.2,4.99398888874436
e0_E11,5.25,4.99417912792659
e0_E11,5.3,4.99436149598287
e0_E11,5.35,4.99453638641322
e0_E11,5.4,4.99470417101445
e0_E11,5.45,4.99486520113635
e0_E11,5.5,4.99501980886305
e0_E11,5.55,4.99516830812401
e0_E11,5.6,4.99531099573909
e0_E11,5.65,4.99544815240154
e0_E11,5.7,4.99558004360286
e0_E11,5.75,4.99570692050287
e0_E11,5.8,4.99582902074844
e0_E11,5.85,4.99594656924402
e0_E11,5.9,4.99605977887666
e0_E11,5.95,4.99616885119853
e0_E11,6,4.99627397706939
e0_E7,-6,0.00597174478737715
e0_E7,-5.95,0.00628621098943313
e0_E7,-5.9,0.0066172147304022
e0_E7,-5.85,0.00696562333560445
e0_E7,-5.8,0.00733234936173909
e0_E7,-5.75,0.00771835292801843
e0_E7,-5.7,0.00812464416444269
e0_E7,-5.65,0.00855228578277445
e0_E7,-5.6,0.00900239577599934
e0_E7,-5.55,0.00947615025229229
e0_E7,-5.5,0.00997478640974553
e0_E7,-5.45,0.010499605658356
e0_E7,-5.4,0.011051976896015
e0_E7,-5.35,0.0116333399454896
e0_E7,-5.3,0.0122452091596348
e0_E7,-5.25,0.0128891772023269
e0_E7,-5.2,0.0135669190128546
e0_E7,-5.15,0.0142801959617554
e0_E7,-5.1,0.015030860206327
e0_E7,-5.05,0.0158208592542822
e0_E7,-5,0.0166522407442466
e0_E7,-4.95,0.0175271574520209
e0_E7,-4.9,0.0184478725317352
e0_E7,-4.85,0.0194167650012198
e0_E7,-4.8,0.0204363354810851
e0_E7,-4.75,0.0215092121971591
e0_E7,-4.7,0.022638157256051
e0_E7,-4.65,0.0238260732036997
e0_E7,-4.6,0.0250760098768232
e0_E7,-4.55,0.0263911715571895
e0_E7,-4.5,0.0277749244385932
e0_E7,-4.45,0.0292308044163202
e0_E7,-4.4,0.0307625252087215
e0_E7,-4.35,0.0323739868202747
e0_E7,-4.3,0.0340692843551893
e0_E7,-4.25,0.0358527171901924
e0_E7,-4.2,0.0377287985145999
e0_E7,-4.15,0.0397022652451326
e0_E7,-4.1,0.0417780883221488
e0_E7,-4.05,0.0439614833930315
e0_E7,-4,0.0462579218873607
e0_E7,-3.95,0.0486731424872128
e0_E7,-3.9,0.0512131629944276
e0_E7,-3.85,0.0538842925949597
e0_E7,-3.8,0.056693144518448
e0_E7,-3.75,0.0596466490888815
e0_E7,-3.7,0.0627520671596808
e0_E7,-3.65,0.0660170039236152
e0_E7,-3.6,0.0694494230847238
e0_E7,-3.55,0.0730576613757497
e0_E7,-3.5,0.0768504434005169
e0_E7,-3.45,0.0808368967761263
e0_E7,-3.4,0.0850265675447996
e0_E7,-3.35,0.0894294358195979
e0_E7,-3.3,0.094055931622075
e0_E7,-3.25,0.0989169508631206
e0_E7,-3.2,0.104023871410792
e0_E7,-3.15,0.10938856918077
e0_E7,-3.1,0.115023434176166
e0_E7,-3.05,0.120941386393718
e0_E7,-3,0.127155891502921
e0_E7,-2.95,0.133680976193259
e0_E7,-2.9,0.1405312430725
e0_E7,-2.85,0.147721884985874
e0_E7,-2.8,0.155268698611909
e0_E7,-2.75,0.163188097175761
e0_E7,-2.7,0.171497122104991
e0_E7,-2.65,0.180213453436012
e0_E7,-2.6,0.189355418761838
e0_E7,-2.55,0.198942000493375
e0_E7,-2.5,0.208992841187449
e0_E7,-2.45,0.219528246675071
e0_E7,-2.4,0.23056918670333
e0_E7,-2.35,0.242137292783938
e0_E7,-2.3,0.254254852920952
e0_E7,-2.25,0.266944802869987
e0_E7,-2.2,0.280230713561446
e0_E7,-2.15,0.294136774301409
e0_E7,-2.1,0.308687771346201
e0_E7,-2.05,0.323909061430743
e0_E7,-2,0.339826539817206
e0_E7,-1.95,0.356466602419714
e0_E7,-1.9,0.373856101553647
e0_E7,-1.85,0.39202229485514
e0_E7,-1.8,0.410992786918459
e0_E7,-1.75,0.430795463206944
e0_E7,-1.7,0.451458415807995
e0_E7,-1.65,0.473009860625094
e0_E7,-1.6,0.495478045631086
e0_E7,-1.55,0.518891149847843
e0_E7,-1.5,0.543277172768943
e0_E7,-1.45,0.568663814005131
e0_E7,-1.4,0.595078343007785
e0_E7,-1.35,0.622547458814307
e0_E7,-1.3,0.651097139861764
e0_E7,-1.25,0.680752484031698
e0_E7,-1.2,0.711537539219925
e0_E7,-1.15,0.743475124870304
e0_E7,-1.1,0.776586645070287
e0_E7,-1.05,0.810891893977795
e0_E7,-1,0.846408854532238
e0_E7,-0.949999999999999,0.883153491595488
e0_E7,-0.899999999999999,0.921139540868955
e0_E7,-0.85,0.960378295137783
e0_E7,-0.8,1.00087838959891
e0_E7,-0.75,1.04264558823247
e0_E7,-0.699999999999999,1.08568257337102
e0_E7,-0.649999999999999,1.12998874080313
e0_E7,-0.6,1.17556000291189
e0_E7,-0.55,1.22238860248847
e0_E7,-0.5,1.27046293997027
e0_E7,-0.449999999999999,1.31976741692667
e0_E7,-0.399999999999999,1.37028229864642
e0_E7,-0.35,1.42198359866464
e0_E7,-0.3,1.47484298799851
e0_E7,-0.25,1.52882773173629
e0_E7,-0.199999999999999,1.58390065543989
e0_E7,-0.149999999999999,1.64002014357699
e0_E7,-0.0999999999999996,1.69714017189356
e0_E7,-0.0499999999999998,1.75521037527372
e0_E7,0,1.81417615221506
e0_E7,0.0500000000000007,1.87397880657897
e0_E7,0.100000000000001,1.93455572676495
e0_E7,0.15,1.99584060191401
e0_E7,0.2,2.05776367418084
e0_E7,0.25,2.12025202553843
e0_E7,0.300000000000001,2.18322989700676
e0_E7,0.350000000000001,2.24661903764195
e0_E7,0.4,2.31033908009845
e0_E7,0.45,2.37430793909804
e0_E7,0.5,2.43844222871868
e0_E7,0.550000000000001,2.50265769406509
e0_E7,0.600000000000001,2.56686965261144
e0_E7,0.65,2.6309934403223
e0_E7,0.7,2.69494485756686
e0_E7,0.75,2.7586406098449
e0_E7,0.800000000000001,2.82199873844277
e0_E7,0.850000000000001,2.88493903632891
e0_E7,0.9,2.94738344487686
e0_E7,0.95,3.00925642736131
e0_E7,1,3.07048531559831
e0_E7,1.05,3.13100062658432
e0_E7,1.1,3.19073634651521
e0_E7,1.15,3.24963018012388
e0_E7,1.2,3.30762376384776
e0_E7,1.25,3.36466284191338
e0_E7,1.3,3.42069740498893
e0_E7,1.35,3.47568179159768
e0_E7,1.4,3.52957475299201
e0_E7,1.45,3.58233948265302
e0_E7,1.5,3.63394361199485
e0_E7,1.55,3.68435917421211
e0_E7,1.6,3.73356253850882
e0_E7,1.65,3.78153431718683
e0_E7,1.7,3.82825924825074
e0_E7,1.75,3.87372605630619
e0_E7,1.8,3.91792729459278
e0_E7,1.85,3.96085917100486
e0_E7,1.9,4.00252136091852
e0_E7,1.95,4.04291680956669
e0_E7,2,4.08205152659191
e0_E7,2.05,4.1199343752646
e0_E7,2.1,4.15657685868899
e0_E7,2.15,4.1919929051353
e0_E7,2.2,4.22619865444133
e0_E7,2.25,4.25921224722303
e0_E7,2.3,4.29105361842813
e0_E7,2.35,4.32174429656216
e0_E7,2.4,4.35130720971639
e0_E7,2.45,4.37976649933495
e0_E7,2.5,4.40714734247595
e0_E7,2.55,4.43347578315089
e0_E7,2.6,4.45877857316857
e0_E7,2.65,4.48308302276625
e0_E7,2.7,4.50641686118053
e0_E7,2.75,4.52880810719532
e0_E7,2.8,4.55028494960314
e0_E7,2.85,4.57087563742797
e0_E7,2.9,4.59060837968394
e0_E7,2.95,4.60951125438167
e0_E7,3,4.62761212644376
e0_E7,3.05,4.64493857415048
e0_E7,3.1,4.66151782370677
e0_E7,3.15,4.67737669149923
e0_E7,3.2,4.69254153359812
e0_E7,3.25,4.70703820205146
e0_E7,3.3,4.72089200751712
e0_E7,3.35,4.73412768778163
e0_E7,3.4,4.74676938172249
e0_E7,3.45,4.75884060828129
e0_E7,3.5,4.77036425002919
e0_E7,3.55,4.78136254092195
e0_E7,3.6,4.79185705785991
e0_E7,3.65,4.80186871568695
e0_E7,3.7,4.81141776528225
e0_E7,3.75,4.82052379441944
e0_E7,3.8,4.82920573108742
e0_E7,3.85,4.83748184898829
e0_E7,3.9,4.84536977494727
e0_E7,3.95,4.85288649798956
e0_E7,4,4.86004837985791
e0_E7,4.05,4.86687116676293
e0_E7,4.1,4.87337000217589
e0_E7,4.15,4.87955944049023
e0_E7,4.2,4.885453461394
e0_E7,4.25,4.89106548480995
e0_E7,4.3,4.89640838627463
e0_E7,4.35,4.90149451264004
e0_E7,4.4,4.90633569799431
e0_E7,4.45,4.9109432797087
e0_E7,4.5,4.91532811452886
e0_E7,4.55,4.91950059463776
e0_E7,4.6,4.92347066362674
e0_E7,4.65,4.92724783231899
e0_E7,4.7,4.93084119439748
e0_E7,4.75,4.93425944179568
e0_E7,4.8,4.93751087981611
e0_E7,4.85,4.94060344194663
e0_E7,4.9,4.94354470435007
e0_E7,4.95,4.9463419000067
e0_E7,5,4.94900193249364
e0_E7,5.05,4.95153138938838
e0_E7,5.1,4.95393655528734
e0_E7,5.15,4.95622342443284
e0_E7,5.2,4.95839771294462
e0_E7,5.25,4.96046487065426
e0_E7,5.3,4.96243009254265
e0_E7,5.35,4.96429832978261
e0_E7,5.4,4.96607430039004
e0_E7,5.45,4.96776249948838
e0_E7,5.5,4.96936720919211
e0_E7,5.55,4.97089250811613
e0_E7,5.6,4.97234228051857
e0_E7,5.65,4.97372022508496
e0_E7,5.7,4.97502986336275
e0_E7,5.75,4.97627454785503
e0_E7,5.8,4.97745746978288
e0_E7,5.85,4.97858166652618
e0_E7,5.9,4.97965002875238
e0_E7,5.95,4.98066530724338
e0_E7,6,4.98163011943022
e1_E1,-6,0.187469322946146
e1_E1,-5.95,0.194910031641442
e1_E1,-5.9,0.202670209301852
e1_E1,-5.85,0.210763904132292
e1_E1,-5.8,0.219205724257212
e1_E1,-5.75,0.228010850654231
e1_E1,-5.7,0.237195049188473
e1_E1,-5.65,0.246774681566653
e1_E1,-5.6,0.256766715012223
e1_E1,-5.55,0.267188730444275
e1_E1,-5.5,0.278058928923401
e1_E1,-5.45,0.28939613610753
e1_E1,-5.4,0.301219804439876
e1_E1,-5.35,0.313550012769889
e1_E1,-5.3,0.326407463086485
e1_E1,-5.25,0.339813474021294
e1_E1,-5.2,0.353789970758369
e1_E1,-5.15,0.368359470966096
e1_E1,-5.1,0.383545066347469
